cdl_uuid,cdl_frequency,cdl_effective_date,cdl_run_identifier,customer_id,customer_type,customer_name,customer_address,city,state,zip,phone,fax,email,customer_status,metropolitan_statistical_area_name,blocked_account,phs,party_group_code,party_group_description,party_type_code,party_type_description,party_subtype_code,party_subtype_description,party_service_code,party_service_description,br_segment,br_sub_segment,channel_name,market_normalized_name,brand_normalized_name,form_strength_normalized_name,normalized_name,competitor_flag,year,semester_number,quarter_number,month_number,week_number,transaction_timestamp,ddd_source_units,ddd_source_units_uom,ddd_units,ddd_units_uom,ddd_dollars,ddd_dot,ddd_mcg,ddd_normalized_units,ddd_normalized_units_uom,chargeback_source_units,chargeback_source_units_uom,chargeback_units,chargeback_units_uom,chargeback_dollars,chargeback_dot,chargeback_mcg,chargeback_normalized_units,chargeback_normalized_units_uom,self_reported_source_units,self_reported_source_units_uom,self_reported_units,self_reported_units_uom,self_reported_dollars,self_reported_dot,self_reported_mcg,self_reported_normalized_units,self_reported_normalized_units_uom,integrated_units,integrated_dollars,integrated_dot,integrated_mcg,integrated_normalized_units,867_source_units,867_source_units_uom,867_units,867_units_uom,867_dollars,867_dot,867_mcg,867_normalized_units,867_normalized_units_uom,phs_units,phs_dollars,phs_dot,phs_mcg,phs_normalized_units
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2016,2,4,12,52,2016-12-30T00:00:00.0000000,0,,0,,0,0,0,0,,5,,10,,5585.8,140,0,10,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2017,2,4,11,47,2017-11-24T00:00:00.0000000,0,,0,,0,0,0,0,,3,,6,,3351.48,84,0,6,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2017,1,1,1,3,2017-01-20T00:00:00.0000000,0,,0,,0,0,0,0,,7,,14,,7820.12,196,0,14,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2016,2,4,11,44,2016-11-04T00:00:00.0000000,0,,0,,0,0,0,0,,8,,16,,8676.96,224,0,16,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PEN,REPATHA 140 PEN,FALSE,2019,2,4,10,42,2019-10-25T00:00:00.0000000,0,,0,,0,0,0,0,,5,,10,,2250,0,0,10,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PEN,REPATHA 140 PEN,FALSE,2019,2,3,9,37,2019-09-20T00:00:00.0000000,0,,0,,0,0,0,0,,1,,2,,450,0,0,2,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2017,1,2,6,26,2017-06-30T00:00:00.0000000,0,,0,,0,0,0,0,,3,,6,,3351.48,84,0,6,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2018,2,3,8,34,2018-08-24T00:00:00.0000000,0,,0,,0,0,0,0,,2,,4,,2234.32,56,0,4,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2016,2,4,12,50,2016-12-16T00:00:00.0000000,0,,0,,0,0,0,0,,4,,8,,4338.48,112,0,8,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2019,1,1,3,11,2019-03-22T00:00:00.0000000,0,,0,,0,0,0,0,,5,,10,,5585.8,140,0,10,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2018,2,4,12,51,2018-12-21T00:00:00.0000000,0,,0,,0,0,0,0,,1,,2,,1117.16,28,0,2,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PEN,REPATHA 140 PEN,FALSE,2019,2,3,7,29,2019-07-26T00:00:00.0000000,0,,0,,0,0,0,0,,1,,2,,450,0,0,2,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2018,1,1,1,3,2018-01-19T00:00:00.0000000,0,,0,,0,0,0,0,,4,,8,,4468.64,112,0,8,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2017,2,3,8,32,2017-08-11T00:00:00.0000000,0,,0,,0,0,0,0,,4,,8,,4468.64,112,0,8,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2017,1,1,1,1,2017-01-06T00:00:00.0000000,0,,0,,0,0,0,0,,5,,10,,5585.8,140,0,10,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2018,2,4,12,53,2019-01-04T00:00:00.0000000,0,,0,,0,0,0,0,,4,,8,,4468.64,112,0,8,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2019,1,1,3,13,2019-04-05T00:00:00.0000000,0,,0,,0,0,0,0,,3,,6,,3351.48,84,0,6,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2016,2,4,12,48,2016-12-02T00:00:00.0000000,0,,0,,0,0,0,0,,8,,16,,8676.96,224,0,16,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2018,2,3,7,28,2018-07-13T00:00:00.0000000,0,,0,,0,0,0,0,,4,,8,,4468.64,112,0,8,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2017,2,4,11,44,2017-11-03T00:00:00.0000000,0,,0,,0,0,0,0,,11,,22,,12288.76,308,0,22,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2018,1,1,1,2,2018-01-12T00:00:00.0000000,0,,0,,0,0,0,0,,2,,4,,2234.32,56,0,4,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
d9b079d0ce364eae,weekly,2019-11-08T00:00:00.0000000,3,1003800,ACCOUNT,WALGREENS PHARMACY 11599,2461 5TH ST N,COLUMBUS,MS,39705,662-327-0079,6623285007,,A,MS NONMETROPOLITAN AREA,,,HCO,HEALTH CARE ORGANIZATION,PHAR,PHARMACY,RTLPHARM,RETAIL PHARMACY,UNSPEC,UNSPECIFIED,Retail,Retail Pharmacy,NON RETAIL,BAI HYPERLIPIDEMIA,REPATHA,REPATHA 140 PRE-FILLED PEN,REPATHA 140 PRE-FILLED PEN,FALSE,2018,2,3,7,30,2018-07-27T00:00:00.0000000,0,,0,,0,0,0,0,,3,,6,,3351.48,84,0,6,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0
